
---------- Begin Simulation Statistics ----------
final_tick                               100399277748                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 447430                       # Simulator instruction rate (inst/s)
host_mem_usage                                4566152                       # Number of bytes of host memory used
host_op_rate                                   634197                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   983.30                       # Real time elapsed on the host
host_tick_rate                              102104550                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   439957728                       # Number of instructions simulated
sim_ops                                     623605287                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.100399                       # Number of seconds simulated
sim_ticks                                100399277748                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  97834147                       # number of cc regfile reads
system.cpu.cc_regfile_writes                271265455                       # number of cc regfile writes
system.cpu.committedInsts                   439957728                       # Number of Instructions Simulated
system.cpu.committedOps                     623605287                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.776198                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.776198                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                      9570                       # number of floating regfile reads
system.cpu.fp_regfile_writes                     7298                       # number of floating regfile writes
system.cpu.idleCycles                         2666187                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                59972                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 23255114                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.844328                       # Inst execution rate
system.cpu.iew.exec_refs                    130581381                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   41127735                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                27205999                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts              84571252                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts             368598                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts             29078                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             41162474                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           625225331                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              89453646                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             83181                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             629827351                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 186898                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents              16778074                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  70233                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles              17205627                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents           3652                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        17858                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect          42114                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 762553067                       # num instructions consuming a value
system.cpu.iew.wb_count                     624814012                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.528499                       # average fanout of values written-back
system.cpu.iew.wb_producers                 403008661                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.829648                       # insts written-back per cycle
system.cpu.iew.wb_sent                      624855342                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                988013547                       # number of integer regfile reads
system.cpu.int_regfile_writes               462915558                       # number of integer regfile writes
system.cpu.ipc                               1.288332                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.288332                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     79.27% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead             89472919     14.20%     93.47% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite            41131342      6.53%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead            4122      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite              0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total              629910532                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                   10504                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads               21008                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses        10440                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes              12143                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                    28876802                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.045843                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                13747895     47.61%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     47.61% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                  47186      0.16%     47.77% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     47.77% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                 370178      1.28%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShuffle                  0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShuffleAcc               0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     49.05% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd            372581      1.29%     50.34% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     50.34% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                28      0.00%     50.34% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     50.34% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     50.34% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     50.34% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult            10940      0.04%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdString                   0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     50.38% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                5344238     18.51%     68.89% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite               8983756     31.11%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses              531314724                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads         1376368413                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses    502824833                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes         504417459                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                  624855222                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                 629910532                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded              370109                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined         1620038                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued             11607                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved            660                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined      1147234                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples     338827956                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.859087                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        1.689294                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0           101694028     30.01%     30.01% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1            64843880     19.14%     49.15% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2            51943081     15.33%     64.48% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3            50163059     14.80%     79.29% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4            49170401     14.51%     93.80% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5            13786217      4.07%     97.87% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6             5529652      1.63%     99.50% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7             1680392      0.50%     99.99% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8               17246      0.01%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total       338827956                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.844572                       # Inst issue rate
system.cpu.iq.vec_alu_accesses              126981471                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads          251148008                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses    121978739                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes         122419411                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads           7191719                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores          1454381                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads             84571252                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores            41162474                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads               179158698                       # number of misc regfile reads
system.cpu.misc_regfile_writes                   2023                       # number of misc regfile writes
system.cpu.numCycles                        341494143                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.opmask_regfile_reads                 97691                       # number of opmask regfile reads
system.cpu.opmask_regfile_writes                49673                       # number of opmask regfile writes
system.cpu.timesIdled                           66690                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.vec_regfile_reads                210352933                       # number of vector regfile reads
system.cpu.vec_regfile_writes               118209011                       # number of vector regfile writes
system.cpu.workload.numSyscalls                  5324                       # Number of system calls
system.l2bus.snoop_filter.hit_multi_requests            7                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.l2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.l2bus.snoop_filter.hit_single_requests     10988335                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.l2bus.snoop_filter.hit_single_snoops        43372                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.l2bus.snoop_filter.tot_requests       21538008                       # Total number of requests made to the snoop filter.
system.l2bus.snoop_filter.tot_snoops            43372                       # Total number of snoops made to the snoop filter.
system.l3bus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.l3bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.l3bus.snoop_filter.hit_single_requests      4164153                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.l3bus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.l3bus.snoop_filter.tot_requests        8332284                       # Total number of requests made to the snoop filter.
system.l3bus.snoop_filter.tot_snoops                0                       # Total number of snoops made to the snoop filter.
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests            0                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests        192473                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                           294                       # Clock period in ticks
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts
system.cpu.branchPred.lookups                23346768                       # Number of BP lookups
system.cpu.branchPred.condPredicted           6159797                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect             66152                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups             14312135                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                14297448                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             99.897381                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                 8560455                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                 28                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups           14788                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits              12359                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses             2429                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted          866                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts         1436728                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls          369449                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts             58535                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples    338613359                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     1.841644                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     2.607333                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0       146181096     43.17%     43.17% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1        73762947     21.78%     64.95% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2        41585420     12.28%     77.24% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3        20594646      6.08%     83.32% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4         6059745      1.79%     85.11% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5         6564009      1.94%     87.05% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6         1471519      0.43%     87.48% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7          152393      0.05%     87.53% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8        42241584     12.47%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total    338613359                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted            439957728                       # Number of instructions committed
system.cpu.commit.opsCommitted              623605287                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                   125268845                       # Number of memory references committed
system.cpu.commit.loads                      84294710                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                        1168                       # Number of memory barriers committed
system.cpu.commit.branches                   23162183                       # Number of branches committed
system.cpu.commit.vector                    121787128                       # Number of committed Vector instructions.
system.cpu.commit.floating                       9249                       # Number of committed floating point instructions.
system.cpu.commit.opmask                            0                       # Number of committed opmask instructions.
system.cpu.commit.integer                   543229124                       # Number of committed integer instructions.
system.cpu.commit.functionCalls               8524844                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass       474888      0.08%      0.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu    388490683     62.30%     62.37% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult     21212359      3.40%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv        17162      0.00%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd         2591      0.00%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     65.78% # Class of committed instruction
